,battery_type,brand,car_body_type,cargo_volume_l,drivetrain,fast_charge_port,model,segment,source_url,top_speed_kmh,battery_capacity_kWh,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,seats,length_mm,width_mm,height_mm
103,Lithium-ion,Fiat,Hatchback,185,FWD,CCS,500e 3+1 24 kWh,B - Compact,https://ev-database.org/car/1726/Fiat-500e-3plus1-24-kWh,135.0,21.3,220.0,112.0,135.0,9.0,40.0,0.0,4.0,3631.0,1683.0,1529.0
104,Lithium-ion,Fiat,Hatchback,185,FWD,CCS,500e 3+1 42 kWh,B - Compact,https://ev-database.org/car/1328/Fiat-500e-3plus1-42-kWh,150.0,37.3,220.0,122.0,235.0,9.0,67.0,0.0,4.0,3631.0,1683.0,1529.0
105,Lithium-ion,Fiat,Cabriolet,185,FWD,CCS,500e Cabrio 24 kWh,B - Compact,https://ev-database.org/car/1727/Fiat-500e-Cabrio-24-kWh,135.0,21.3,220.0,112.0,135.0,9.0,40.0,0.0,4.0,3631.0,1683.0,1529.0
106,Lithium-ion,Fiat,Cabriolet,185,FWD,CCS,500e Cabrio 42 kWh,B - Compact,https://ev-database.org/car/1275/Fiat-500e-Cabrio-42-kWh,150.0,37.3,220.0,125.0,230.0,9.0,67.0,0.0,4.0,3631.0,1683.0,1529.0
107,Lithium-ion,Fiat,Hatchback,185,FWD,CCS,500e Hatchback 24 kWh,B - Compact,https://ev-database.org/car/1327/Fiat-500e-Hatchback-24-kWh,135.0,21.3,220.0,112.0,135.0,9.0,40.0,0.0,4.0,3631.0,1683.0,1529.0
108,Lithium-ion,Fiat,Hatchback,185,FWD,CCS,500e Hatchback 42 kWh,B - Compact,https://ev-database.org/car/1285/Fiat-500e-Hatchback-42-kWh,150.0,37.3,220.0,118.0,235.0,9.0,67.0,0.0,4.0,3631.0,1683.0,1529.0
109,Lithium-ion,Fiat,SUV,360,FWD,CCS,600e,JB - Compact,https://ev-database.org/car/1945/Fiat-600e,150.0,50.8,260.0,124.0,310.0,9.0,79.0,0.0,5.0,4171.0,1781.0,1523.0
110,Lithium-ion,Fiat,Hatchback,361,FWD,CCS,Grande Panda,B - Compact,https://ev-database.org/car/2251/Fiat-Grande-Panda,132.0,43.8,122.0,136.0,260.0,11.0,60.0,550.0,5.0,3999.0,1763.0,1570.0
111,Lithium-ion,Ford,Liftback Sedan,572,AWD,CCS,Capri Extended Range AWD,D - Large,https://ev-database.org/car/2242/Ford-Capri-Extended-Range-AWD,180.0,79.0,679.0,148.0,455.0,5.3,135.0,1200.0,5.0,4643.0,1872.0,1626.0
112,Lithium-ion,Ford,Liftback Sedan,572,RWD,CCS,Capri Extended Range RWD,D - Large,https://ev-database.org/car/2241/Ford-Capri-Extended-Range-RWD,180.0,77.0,545.0,135.0,455.0,6.4,120.0,1000.0,5.0,4643.0,1872.0,1626.0
113,Lithium-ion,Ford,Liftback Sedan,572,RWD,CCS,Capri Standard Range RWD,D - Large,https://ev-database.org/car/2240/Ford-Capri-Standard-Range-RWD,160.0,52.0,310.0,163.0,320.0,9.0,85.0,1000.0,5.0,4643.0,1872.0,1626.0
114,Lithium-ion,Ford,SUV,536,AWD,CCS,Explorer Extended Range AWD,JC - Medium,https://ev-database.org/car/2169/Ford-Explorer-Extended-Range-AWD,180.0,79.0,679.0,153.0,440.0,5.3,135.0,1200.0,5.0,4468.0,1871.0,1639.0
115,Lithium-ion,Ford,SUV,536,RWD,CCS,Explorer Extended Range RWD,JC - Medium,https://ev-database.org/car/2168/Ford-Explorer-Extended-Range-RWD,180.0,77.0,545.0,139.0,435.0,6.4,120.0,1000.0,5.0,4468.0,1871.0,1630.0
116,Lithium-ion,Ford,SUV,536,RWD,CCS,Explorer Standard Range RWD,JC - Medium,https://ev-database.org/car/2167/Ford-Explorer-Standard-Range-RWD,160.0,52.0,310.0,137.0,305.0,8.7,85.0,1000.0,5.0,4468.0,1871.0,1630.0
117,Lithium-ion,Ford,SUV,519,AWD,CCS,Mustang Mach-E ER AWD (MY25),JD - Large,https://ev-database.org/car/3189/Ford-Mustang-Mach-E-ER-AWD,180.0,88.0,675.0,160.0,435.0,4.8,105.0,1500.0,5.0,4713.0,1881.0,1624.0
118,Lithium-ion,Ford,SUV,519,AWD,CCS,Mustang Mach-E ER AWD (MY24),JD - Large,https://ev-database.org/car/2279/Ford-Mustang-Mach-E-ER-AWD,180.0,91.0,675.0,165.0,445.0,4.6,115.0,1500.0,5.0,4713.0,1881.0,1624.0
119,Lithium-ion,Ford,SUV,519,RWD,CCS,Mustang Mach-E ER RWD (MY25),JD - Large,https://ev-database.org/car/3188/Ford-Mustang-Mach-E-ER-RWD,180.0,88.0,525.0,147.0,475.0,6.1,105.0,1500.0,5.0,4713.0,1881.0,1624.0
120,Lithium-ion,Ford,SUV,519,RWD,CCS,Mustang Mach-E ER RWD (MY24),JD - Large,https://ev-database.org/car/2278/Ford-Mustang-Mach-E-ER-RWD,180.0,91.0,525.0,152.0,480.0,5.9,115.0,1500.0,5.0,4713.0,1881.0,1624.0
121,Lithium-ion,Ford,SUV,519,AWD,CCS,Mustang Mach-E GT (MY24),JD - Large,https://ev-database.org/car/2280/Ford-Mustang-Mach-E-GT,200.0,91.0,950.0,177.0,425.0,3.8,115.0,750.0,5.0,4743.0,1881.0,1613.0
122,Lithium-ion,Ford,SUV,519,AWD,CCS,Mustang Mach-E GT (MY25),JD - Large,https://ev-database.org/car/3190/Ford-Mustang-Mach-E-GT,200.0,91.0,950.0,177.0,435.0,3.8,115.0,750.0,5.0,4743.0,1881.0,1613.0
123,Lithium-ion,Ford,SUV,519,AWD,CCS,Mustang Mach-E Rally (MY25),JD - Large,https://ev-database.org/car/3191/Ford-Mustang-Mach-E-Rally,200.0,91.0,950.0,178.0,415.0,3.9,115.0,750.0,5.0,4743.0,1881.0,1633.0
124,Lithium-ion,Ford,SUV,519,AWD,CCS,Mustang Mach-E Rally (MY24),JD - Large,https://ev-database.org/car/2275/Ford-Mustang-Mach-E-Rally,200.0,91.0,950.0,178.0,410.0,3.9,115.0,750.0,5.0,4743.0,1881.0,1633.0
125,Lithium-ion,Ford,SUV,519,RWD,CCS,Mustang Mach-E SR RWD (MY24),JD - Large,https://ev-database.org/car/2277/Ford-Mustang-Mach-E-SR-RWD,180.0,72.6,525.0,154.0,385.0,6.2,100.0,750.0,5.0,4713.0,1881.0,1624.0
126,Lithium-ion,Ford,SUV,519,RWD,CCS,Mustang Mach-E SR RWD (MY25),JD - Large,https://ev-database.org/car/3187/Ford-Mustang-Mach-E-SR-RWD,180.0,72.6,525.0,154.0,380.0,6.2,100.0,750.0,5.0,4713.0,1881.0,1624.0
127,Lithium-ion,Ford,SUV,523,FWD,CCS,Puma Gen-E,JB - Compact,https://ev-database.org/car/3073/Ford-Puma-Gen-E,160.0,43.6,290.0,126.0,275.0,8.0,85.0,750.0,5.0,4214.0,1805.0,1555.0
128,Lithium-ion,Ford,Small Passenger Van,,FWD,CCS,e-Tourneo Courier,N - Passenger Van,https://ev-database.org/car/3166/Ford-e-Tourneo-Courier,145.0,43.6,290.0,164.0,200.0,11.0,80.0,750.0,5.0,4337.0,1876.0,1817.0
129,Lithium-ion,Ford,Small Passenger Van,672,RWD,CCS,e-Tourneo Custom L1 160 kW,N - Passenger Van,https://ev-database.org/car/3162/Ford-e-Tourneo-Custom-L1-160-kW,130.0,64.0,415.0,370.0,235.0,9.0,70.0,2000.0,8.0,5050.0,1999.0,1959.0
130,Lithium-ion,Ford,Small Passenger Van,672,RWD,CCS,e-Tourneo Custom L1 210 kW,N - Passenger Van,https://ev-database.org/car/3163/Ford-e-Tourneo-Custom-L1-210-kW,130.0,64.0,415.0,370.0,235.0,8.0,70.0,2000.0,8.0,5050.0,1999.0,1959.0
131,Lithium-ion,Ford,Small Passenger Van,672,RWD,CCS,e-Tourneo Custom L2 160 kW,N - Passenger Van,https://ev-database.org/car/3164/Ford-e-Tourneo-Custom-L2-160-kW,150.0,64.0,415.0,370.0,235.0,9.0,70.0,2000.0,8.0,5908.0,1999.0,1959.0
132,Lithium-ion,Ford,Small Passenger Van,672,RWD,CCS,e-Tourneo Custom L2 210 kW,N - Passenger Van,https://ev-database.org/car/3165/Ford-e-Tourneo-Custom-L2-210-kW,150.0,64.0,415.0,370.0,235.0,8.0,70.0,2000.0,8.0,5908.0,1999.0,1959.0
133,Lithium-ion,GWM,Hatchback,228,FWD,CCS,ORA 03 48 kWh,C - Medium,https://ev-database.org/car/2091/GWM-ORA-03-48-kWh,160.0,45.4,250.0,146.0,260.0,8.3,45.0,0.0,5.0,4235.0,1825.0,1603.0
134,Lithium-ion,GWM,Hatchback,228,FWD,CCS,ORA 03 63 kWh,C - Medium,https://ev-database.org/car/2092/GWM-ORA-03-63-kWh,160.0,59.3,250.0,141.0,340.0,8.2,56.0,0.0,5.0,4235.0,1825.0,1603.0
135,Lithium-ion,GWM,Hatchback,228,FWD,CCS,ORA 03 GT,C - Medium,https://ev-database.org/car/2093/GWM-ORA-03-GT,160.0,59.3,250.0,148.0,325.0,8.2,56.0,0.0,5.0,4254.0,1848.0,1603.0
136,Lithium-ion,GWM,Sedan,333,AWD,CCS,ORA 07 GT,D - Large,https://ev-database.org/car/2247/GWM-ORA-07-GT,180.0,83.5,680.0,161.0,430.0,4.5,80.0,0.0,5.0,4871.0,1862.0,1500.0
137,Lithium-ion,GWM,Sedan,333,FWD,CCS,ORA 07 Pro,D - Large,https://ev-database.org/car/2246/GWM-ORA-07-Pro,170.0,64.3,340.0,146.0,350.0,8.2,75.0,0.0,5.0,4871.0,1862.0,1500.0
138,Lithium-ion,GWM,Sedan,333,FWD,CCS,ORA 07 Pure,D - Large,https://ev-database.org/car/2245/GWM-ORA-07-Pure,170.0,64.3,340.0,146.0,350.0,8.2,75.0,0.0,5.0,4871.0,1862.0,1500.0
139,Lithium-ion,Genesis,Sedan,354,AWD,CCS,G80 Electrified Luxury,F - Luxury,https://ev-database.org/car/1703/Genesis-G80-Electrified-Luxury,225.0,82.5,700.0,159.0,440.0,4.9,160.0,1052.2610619469026,5.0,5005.0,1925.0,1470.0
140,Lithium-ion,Genesis,SUV,432,RWD,CCS,GV60 Premium,JC - Medium,https://ev-database.org/car/1647/Genesis-GV60-Premium,185.0,74.0,350.0,143.0,390.0,7.8,200.0,1600.0,5.0,4515.0,1890.0,1580.0
141,Lithium-ion,Genesis,SUV,432,AWD,CCS,GV60 Sport,JC - Medium,https://ev-database.org/car/1648/Genesis-GV60-Sport,200.0,74.0,605.0,157.0,375.0,5.5,200.0,1600.0,5.0,4515.0,1890.0,1580.0
142,Lithium-ion,Genesis,SUV,432,AWD,CCS,GV60 Sport Plus,JC - Medium,https://ev-database.org/car/1649/Genesis-GV60-Sport-Plus,235.0,74.0,700.0,159.0,360.0,4.0,200.0,1600.0,5.0,4515.0,1890.0,1580.0
143,Lithium-ion,Genesis,SUV,503,AWD,CCS,GV70 Electrified Sport,JD - Large,https://ev-database.org/car/1725/Genesis-GV70-Electrified-Sport,235.0,74.0,700.0,163.0,350.0,4.2,190.0,1800.0,5.0,4715.0,1910.0,1630.0
144,Lithium-ion,Honda,SUV,361,FWD,CCS,e:Ny1,JB - Compact,https://ev-database.org/car/1940/Honda-eNy1,160.0,61.9,310.0,150.0,335.0,7.6,60.0,0.0,5.0,4387.0,1790.0,1584.0
145,Lithium-ion,Hongqi,SUV,438,AWD,CCS,E-HS9 120 kWh,JF - Luxury,https://ev-database.org/car/2050/Hongqi-E-HS9-120-kWh,200.0,112.0,750.0,217.0,455.0,4.9,110.0,1500.0,5.0,5209.0,2010.0,1731.0
146,Lithium-ion,Hongqi,SUV,438,AWD,CCS,E-HS9 84 kWh,JF - Luxury,https://ev-database.org/car/1746/Hongqi-E-HS9-84-kWh,200.0,76.5,600.0,193.0,320.0,6.5,112.0,1500.0,5.0,5209.0,2010.0,1731.0
147,Lithium-ion,Hongqi,SUV,438,AWD,CCS,E-HS9 99 kWh,JF - Luxury,https://ev-database.org/car/1747/Hongqi-E-HS9-99-kWh,200.0,90.0,750.0,194.0,370.0,4.9,112.0,1500.0,5.0,5209.0,2010.0,1731.0
148,Lithium-ion,Hyundai,SUV,280,FWD,CCS,INSTER Long Range,JA - Mini,https://ev-database.org/car/2231/Hyundai-INSTER-Long-Range,150.0,46.0,147.0,124.0,300.0,10.6,70.0,1052.2610619469026,4.0,3825.0,1610.0,1575.0
149,Lithium-ion,Hyundai,SUV,280,FWD,CCS,INSTER Standard Range,JA - Mini,https://ev-database.org/car/2230/Hyundai-INSTER-Standard-Range,140.0,39.0,147.0,119.0,255.0,11.7,60.0,1052.2610619469026,4.0,3825.0,1610.0,1575.0
150,Lithium-ion,Hyundai,SUV,520,RWD,CCS,IONIQ 5 63 kWh RWD (MY24),JC - Medium,https://ev-database.org/car/2235/Hyundai-IONIQ-5-63-kWh-RWD,185.0,60.0,350.0,136.0,345.0,8.5,150.0,750.0,5.0,4655.0,1890.0,1605.0
151,Lithium-ion,Hyundai,SUV,520,AWD,CCS,IONIQ 5 84 kWh AWD (MY24),JC - Medium,https://ev-database.org/car/2237/Hyundai-IONIQ-5-84-kWh-AWD,185.0,80.0,605.0,162.0,445.0,5.3,205.0,1600.0,5.0,4655.0,1890.0,1605.0
152,Lithium-ion,Hyundai,SUV,520,RWD,CCS,IONIQ 5 84 kWh RWD (MY24),JC - Medium,https://ev-database.org/car/2236/Hyundai-IONIQ-5-84-kWh-RWD,185.0,80.0,350.0,155.0,450.0,7.5,205.0,1600.0,5.0,4655.0,1890.0,1605.0
153,Lithium-ion,Hyundai,SUV,480,AWD,CCS,IONIQ 5 N (MY24),JC - Medium,https://ev-database.org/car/2044/Hyundai-IONIQ-5-N,260.0,80.0,740.0,179.0,390.0,3.4,205.0,0.0,5.0,4715.0,1940.0,1585.0
154,Lithium-ion,Hyundai,Sedan,401,RWD,CCS,IONIQ 6 Long Range 2WD,D - Large,https://ev-database.org/car/1718/Hyundai-IONIQ-6-Long-Range-2WD,185.0,74.0,350.0,136.0,495.0,7.4,200.0,1500.0,5.0,4855.0,1880.0,1495.0
155,Lithium-ion,Hyundai,Sedan,401,AWD,CCS,IONIQ 6 Long Range AWD,D - Large,https://ev-database.org/car/1719/Hyundai-IONIQ-6-Long-Range-AWD,185.0,74.0,605.0,143.0,440.0,5.1,200.0,1500.0,5.0,4855.0,1880.0,1495.0
156,Lithium-ion,Hyundai,Sedan,401,RWD,CCS,IONIQ 6 Standard Range 2WD,D - Large,https://ev-database.org/car/1717/Hyundai-IONIQ-6-Standard-Range-2WD,185.0,50.0,350.0,117.0,335.0,8.8,120.0,750.0,5.0,4855.0,1880.0,1495.0
157,Lithium-ion,Hyundai,SUV,338,AWD,CCS,IONIQ 9 Long Range AWD,JF - Luxury,https://ev-database.org/car/3068/Hyundai-IONIQ-9-Long-Range-AWD,200.0,106.0,605.0,177.0,490.0,6.7,195.0,2500.0,7.0,5060.0,1980.0,1790.0
158,Lithium-ion,Hyundai,SUV,338,RWD,CCS,IONIQ 9 Long Range RWD,JF - Luxury,https://ev-database.org/car/3067/Hyundai-IONIQ-9-Long-Range-RWD,185.0,106.0,350.0,171.0,500.0,9.4,195.0,1600.0,7.0,5060.0,1980.0,1790.0
159,Lithium-ion,Hyundai,SUV,338,AWD,CCS,IONIQ 9 Performance AWD,JF - Luxury,https://ev-database.org/car/3069/Hyundai-IONIQ-9-Performance-AWD,200.0,106.0,700.0,177.0,480.0,5.2,195.0,2500.0,7.0,5060.0,1980.0,1790.0
160,Lithium-ion,Hyundai,SUV,466,FWD,CCS,Kona Electric 48 kWh,JB - Compact,https://ev-database.org/car/1829/Hyundai-Kona-Electric-48-kWh,160.0,48.4,255.0,128.0,295.0,8.8,50.0,300.0,5.0,4355.0,1825.0,1575.0
161,Lithium-ion,Hyundai,SUV,466,FWD,CCS,Kona Electric 65 kWh,JB - Compact,https://ev-database.org/car/1830/Hyundai-Kona-Electric-65-kWh,170.0,65.4,255.0,144.0,390.0,7.8,86.0,750.0,5.0,4355.0,1825.0,1575.0
162,Lithium-ion,Jaguar,SUV,505,AWD,CCS,I-Pace EV400,JD - Large,https://ev-database.org/car/1812/Jaguar-I-Pace-EV400,200.0,84.7,696.0,208.0,380.0,4.8,85.0,750.0,5.0,4682.0,2011.0,1566.0
163,Lithium-ion,Jeep,SUV,355,FWD,CCS,Avenger Electric,JB - Compact,https://ev-database.org/car/1816/Jeep-Avenger-Electric,150.0,50.8,260.0,132.0,310.0,9.0,85.0,0.0,5.0,4084.0,1776.0,1528.0
164,Lithium-ion,Jeep,SUV,550,FWD,CCS,Compass Electric 74 kWh,JC - Medium,https://ev-database.org/car/3181/Jeep-Compass-Electric-74-kWh,180.0,74.0,345.0,148.0,370.0,8.5,90.0,1000.0,5.0,4552.0,1928.0,1675.0
165,Lithium-ion,KGM,SUV,839,FWD,CCS,Torres EVX,JC - Medium,https://ev-database.org/car/2189/KGM-Torres-EVX,175.0,72.0,339.0,156.0,370.0,8.1,85.0,1500.0,5.0,4715.0,1890.0,1725.0
166,Lithium-ion,Kia,SUV,460,FWD,CCS,EV3 Long Range,JB - Compact,https://ev-database.org/car/2212/Kia-EV3-Long-Range,170.0,78.0,283.0,139.0,455.0,7.7,105.0,1000.0,5.0,4300.0,1850.0,1560.0
167,Lithium-ion,Kia,SUV,460,FWD,CCS,EV3 Standard Range,JB - Compact,https://ev-database.org/car/2211/Kia-EV3-Standard-Range,170.0,55.0,283.0,133.0,325.0,7.5,80.0,300.0,5.0,4300.0,1850.0,1560.0
168,Lithium-ion,Kia,Hatchback,435,FWD,CCS,EV4 Hatchback Long Range,C - Medium,https://ev-database.org/car/3124/Kia-EV4-Hatchback-Long-Range,170.0,78.0,283.0,132.0,475.0,7.7,105.0,1052.2610619469026,5.0,4430.0,1860.0,1485.0
169,Lithium-ion,Kia,Hatchback,435,FWD,CCS,EV4 Hatchback Standard Range,C - Medium,https://ev-database.org/car/3123/Kia-EV4-Hatchback-Standard-Range,170.0,55.0,283.0,134.0,340.0,7.4,80.0,1052.2610619469026,5.0,4430.0,1860.0,1485.0
170,Lithium-ion,Kia,Sedan,490,FWD,CCS,EV4 Sedan Long Range,C - Medium,https://ev-database.org/car/3122/Kia-EV4-Sedan-Long-Range,170.0,78.0,283.0,124.0,495.0,7.7,105.0,1052.2610619469026,5.0,4730.0,1860.0,1480.0
171,Lithium-ion,Kia,Sedan,490,FWD,CCS,EV4 Sedan Standard Range,C - Medium,https://ev-database.org/car/3121/Kia-EV4-Sedan-Standard-Range,170.0,55.0,283.0,128.0,355.0,7.4,80.0,1052.2610619469026,5.0,4730.0,1860.0,1480.0
172,Lithium-ion,Kia,SUV,480,AWD,CCS,EV6 GT,JC - Medium,https://ev-database.org/car/3079/Kia-EV6-GT,260.0,80.0,770.0,178.0,385.0,3.5,205.0,1800.0,5.0,4695.0,1890.0,1545.0
173,Lithium-ion,Kia,SUV,490,RWD,CCS,EV6 Long Range 2WD,JC - Medium,https://ev-database.org/car/3028/Kia-EV6-Long-Range-2WD,185.0,80.0,350.0,143.0,455.0,7.3,205.0,1800.0,5.0,4695.0,1880.0,1575.0
174,Lithium-ion,Kia,SUV,490,AWD,CCS,EV6 Long Range AWD,JC - Medium,https://ev-database.org/car/3029/Kia-EV6-Long-Range-AWD,185.0,80.0,605.0,154.0,440.0,5.2,205.0,1800.0,5.0,4695.0,1880.0,1575.0
175,Lithium-ion,Kia,SUV,490,RWD,CCS,EV6 Standard Range 2WD,JC - Medium,https://ev-database.org/car/3030/Kia-EV6-Standard-Range-2WD,185.0,60.0,350.0,140.0,345.0,8.7,150.0,750.0,5.0,4695.0,1880.0,1575.0
176,Lithium-ion,Kia,SUV,333,RWD,CCS,EV9 76.1 kWh RWD,JF - Luxury,https://ev-database.org/car/1833/Kia-EV9-761-kWh-RWD,190.0,73.0,350.0,165.0,355.0,8.5,160.0,900.0,7.0,5010.0,1980.0,1755.0
177,Lithium-ion,Kia,SUV,333,AWD,CCS,EV9 99.8 kWh AWD,JF - Luxury,https://ev-database.org/car/1835/Kia-EV9-998-kWh-AWD,200.0,96.0,600.0,188.0,435.0,6.0,194.0,2500.0,7.0,5010.0,1980.0,1755.0
178,Lithium-ion,Kia,SUV,333,AWD,CCS,EV9 99.8 kWh AWD GT,JF - Luxury,https://ev-database.org/car/3196/Kia-EV9-998-kWh-AWD-GT,220.0,96.0,740.0,190.0,420.0,4.6,194.0,2500.0,7.0,5015.0,1980.0,1755.0
179,Lithium-ion,Kia,SUV,333,AWD,CCS,EV9 99.8 kWh AWD GT-Line,JF - Luxury,https://ev-database.org/car/1993/Kia-EV9-998-kWh-AWD-GT-Line,200.0,96.0,700.0,190.0,425.0,5.3,194.0,2500.0,7.0,5015.0,1980.0,1780.0
180,Lithium-ion,Kia,SUV,333,RWD,CCS,EV9 99.8 kWh RWD,JF - Luxury,https://ev-database.org/car/1834/Kia-EV9-998-kWh-RWD,185.0,96.0,350.0,171.0,450.0,9.4,194.0,900.0,7.0,5010.0,1980.0,1755.0
181,Lithium-ion,Kia,SUV,475,FWD,CCS,Niro EV,JC - Medium,https://ev-database.org/car/1666/Kia-Niro-EV,167.0,64.8,255.0,140.0,385.0,7.8,70.0,750.0,5.0,4420.0,1825.0,1570.0
182,Lithium-ion,Lancia,Hatchback,309,FWD,CCS,Ypsilon,B - Compact,https://ev-database.org/car/2117/Lancia-Ypsilon,150.0,48.1,260.0,122.0,310.0,8.2,80.0,0.0,5.0,4080.0,1760.0,1440.0
183,Lithium-ion,Leapmotor,SUV,435,RWD,CCS,C10,JD - Large,https://ev-database.org/car/3040/Leapmotor-C10,170.0,69.9,320.0,166.0,350.0,7.5,70.0,1500.0,5.0,4739.0,1900.0,1680.0
184,Lithium-ion,Leapmotor,Hatchback,210,FWD,CCS,T03,A - Mini,https://ev-database.org/car/3039/Leapmotor-T03,130.0,36.0,158.0,136.0,225.0,12.7,30.0,1052.2610619469026,4.0,3620.0,1652.0,1577.0
185,Lithium-ion,Lexus,SUV,522,FWD,CCS,RZ 300e,JC - Medium,https://ev-database.org/car/3027/Lexus-RZ-300e,160.0,64.0,266.0,149.0,365.0,8.0,100.0,750.0,5.0,4690.0,1860.0,1600.0
186,Lithium-ion,Lexus,SUV,522,AWD,CCS,RZ 450e,JD - Large,https://ev-database.org/car/1677/Lexus-RZ-450e,160.0,64.0,435.0,158.0,350.0,5.6,100.0,750.0,5.0,4805.0,1895.0,1635.0
187,Lithium-ion,Lexus,SUV,316,FWD,CHAdeMO,UX 300e,JC - Medium,https://ev-database.org/car/1943/Lexus-UX-300e,160.0,64.0,300.0,145.0,340.0,7.5,35.0,0.0,5.0,4495.0,1840.0,1545.0
188,Lithium-ion,Lotus,SUV,611,AWD,CCS,Eletre,JF - Luxury,https://ev-database.org/car/1767/Lotus-Eletre,250.0,109.0,710.0,204.0,495.0,4.5,259.0,2250.0,5.0,5103.0,2019.0,1630.0
189,Lithium-ion,Lotus,SUV,611,AWD,CCS,Eletre R,JF - Luxury,https://ev-database.org/car/1768/Lotus-Eletre-R,260.0,109.0,985.0,266.0,455.0,2.9,259.0,2250.0,5.0,5103.0,2019.0,1636.0
190,Lithium-ion,Lotus,SUV,611,AWD,CCS,Eletre S,JF - Luxury,https://ev-database.org/car/2066/Lotus-Eletre-S,250.0,109.0,710.0,222.0,480.0,4.5,259.0,2250.0,5.0,5103.0,2019.0,1630.0
191,Lithium-ion,Lotus,Liftback Sedan,509,AWD,CCS,Emeya,F - Luxury,https://ev-database.org/car/2141/Lotus-Emeya,250.0,98.9,710.0,198.0,520.0,4.2,240.0,2250.0,5.0,5139.0,2005.0,1464.0
192,Lithium-ion,Lotus,Liftback Sedan,509,AWD,CCS,Emeya R,F - Luxury,https://ev-database.org/car/2143/Lotus-Emeya-R,256.0,98.9,985.0,227.0,465.0,2.8,240.0,1225.0,5.0,5139.0,2005.0,1464.0
193,Lithium-ion,Lotus,Liftback Sedan,509,AWD,CCS,Emeya S,F - Luxury,https://ev-database.org/car/2142/Lotus-Emeya-S,250.0,98.9,710.0,198.0,520.0,4.2,240.0,2250.0,5.0,5139.0,2005.0,1464.0
194,Lithium-ion,Lucid,Sedan,456,AWD,CCS,Air Grand Touring,F - Luxury,https://ev-database.org/car/1316/Lucid-Air-Grand-Touring,270.0,112.0,1200.0,143.0,665.0,3.0,184.0,0.0,5.0,4975.0,1939.0,1410.0
195,Lithium-ion,Lucid,Sedan,456,RWD,CCS,Air Pure RWD,F - Luxury,https://ev-database.org/car/2116/Lucid-Air-Pure-RWD,200.0,92.0,498.0127388535032,130.0,565.0,4.7,160.0,0.0,5.0,4975.0,1939.0,1410.0
196,Lithium-ion,Lucid,Sedan,456,AWD,CCS,Air Touring,F - Luxury,https://ev-database.org/car/1317/Lucid-Air-Touring,250.0,92.0,498.0127388535032,142.0,580.0,3.2,160.0,0.0,5.0,4975.0,1939.0,1410.0
197,Lithium-ion,Lynk&Co,SUV,410,RWD,CCS,02,JC - Medium,https://ev-database.org/car/3045/LynkCo-02,180.0,65.0,343.0,149.0,370.0,5.5,90.0,1600.0,5.0,4460.0,1845.0,1573.0
198,Lithium-ion,MG,Cabriolet,249,AWD,CCS,Cyberster GT,G - Sports,https://ev-database.org/car/2203/MG-Cyberster-GT,200.0,74.4,725.0,168.0,395.0,3.2,85.0,1052.2610619469026,2.0,4535.0,1913.0,1329.0
199,Lithium-ion,MG,Cabriolet,249,RWD,CCS,Cyberster Trophy,G - Sports,https://ev-database.org/car/2202/MG-Cyberster-Trophy,195.0,74.4,475.0,146.0,425.0,5.0,85.0,1052.2610619469026,2.0,4535.0,1913.0,1329.0
200,Lithium-ion,MG,Hatchback,363,RWD,CCS,4 Electric 51 kWh,C - Medium,https://ev-database.org/car/1707/MG-MG4-Electric-51-kWh,160.0,50.8,250.0,145.0,300.0,7.7,68.0,500.0,5.0,4287.0,1836.0,1504.0
201,Lithium-ion,MG,Hatchback,363,RWD,CCS,4 Electric 64 kWh,C - Medium,https://ev-database.org/car/1708/MG-MG4-Electric-64-kWh,160.0,61.7,250.0,142.0,360.0,7.9,116.0,500.0,5.0,4287.0,1836.0,1504.0
202,Lithium-ion,MG,Hatchback,363,RWD,CCS,4 Electric 77 kWh,C - Medium,https://ev-database.org/car/1973/MG-MG4-Electric-77-kWh,180.0,74.4,350.0,143.0,425.0,6.5,110.0,500.0,5.0,4287.0,1836.0,1516.0
203,Lithium-ion,MG,Hatchback,363,AWD,CCS,4 Electric XPOWER,C - Medium,https://ev-database.org/car/1944/MG-MG4-Electric-XPOWER,200.0,61.7,600.0,160.0,320.0,3.8,116.0,500.0,5.0,4287.0,1836.0,1516.0
204,Lithium-ion,MG,Station/Estate,479,FWD,CCS,5 Electric Long Range,C - Medium,https://ev-database.org/car/1474/MG-MG5-Electric-Long-Range,185.0,57.4,280.0,151.0,335.0,7.7,60.0,500.0,5.0,4600.0,1818.0,1543.0
205,Lithium-ion,MG,Station/Estate,479,FWD,CCS,5 Electric Standard Range,C - Medium,https://ev-database.org/car/1646/MG-MG5-Electric-Standard-Range,185.0,46.0,280.0,148.0,265.0,7.7,53.0,500.0,5.0,4600.0,1818.0,1543.0
206,Lithium-ion,MG,SUV,453,RWD,CCS,S5  EV 49 kWh,JC - Medium,https://ev-database.org/car/3146/MG-MGS5--EV-49-kWh,170.0,47.1,250.0,139.0,275.0,8.0,80.0,750.0,5.0,4476.0,1849.0,1621.0
207,Lithium-ion,MG,SUV,453,RWD,CCS,S5  EV 64 kWh,JC - Medium,https://ev-database.org/car/3147/MG-MGS5--EV-64-kWh,190.0,62.1,350.0,134.0,365.0,6.3,90.0,750.0,5.0,4476.0,1849.0,1621.0
